,GEO_CODE,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km and over,Work or study mainly at or from home,Other (including no fixed place of work; working on an offshore installation and working outside the UK)
4974,S01004978,319,6,21,121,181,49,43
4975,S01004979,289,4,20,90,178,41,39
4976,S01004980,294,6,13,117,211,39,56
4977,S01004981,79,30,113,87,215,107,52
4978,S01004982,41,49,82,89,154,41,29
4979,S01004983,161,90,15,102,122,48,47
4980,S01004984,95,112,14,93,121,45,44
4981,S01004985,113,31,90,79,117,44,34
4982,S01004986,71,91,16,66,106,45,22
4983,S01004987,25,5,60,117,107,38,32
4984,S01004988,64,11,41,100,104,49,32
4985,S01004989,113,48,15,43,111,78,32
4986,S01004990,61,8,39,119,72,47,22
4987,S01004991,34,18,42,139,84,41,28
4988,S01004992,281,72,19,58,70,25,47
4989,S01004993,150,21,9,43,128,38,35
4990,S01004994,201,42,6,51,106,40,38
4991,S01004995,238,55,18,47,102,55,45
4992,S01004996,171,44,8,78,82,30,36
4993,S01004997,107,34,124,137,84,72,55
4994,S01004998,67,31,103,184,87,62,29
4995,S01004999,103,123,102,21,110,75,58
4996,S01005000,76,9,77,118,45,32,31
4997,S01005001,212,53,289,38,123,49,28
4998,S01005002,92,6,65,17,91,59,50
4999,S01005003,86,110,69,123,107,85,47
5000,S01005004,81,8,51,137,43,26,37
5001,S01005005,137,46,270,12,60,18,52
5002,S01005006,75,25,125,12,55,20,34
5003,S01005007,127,18,114,11,83,38,41
5004,S01005008,502,176,139,22,102,76,26
5005,S01005009,66,9,132,81,76,28,29
5006,S01005010,205,18,9,16,75,23,33
5007,S01005011,225,7,7,15,35,14,34
5008,S01005012,278,3,6,27,92,21,48
5009,S01005013,234,11,17,28,71,21,31
5010,S01005014,179,194,29,14,37,29,34
5011,S01005015,219,8,3,16,86,52,32
5012,S01005016,259,13,5,20,91,42,39
5013,S01005017,224,11,6,16,112,54,39
5014,S01005018,196,143,6,8,40,23,27
5015,S01005019,229,139,13,7,42,37,45
5016,S01005020,321,9,7,19,102,71,44
5017,S01005021,366,1,12,14,138,55,37
5018,S01005022,246,67,8,3,65,21,31
5019,S01005023,65,29,94,82,69,45,22
5020,S01005024,288,63,11,11,61,37,34
5021,S01005025,48,132,58,47,69,61,46
5022,S01005026,104,113,27,7,81,47,31
5023,S01005027,84,183,72,21,74,38,44
5024,S01005028,175,88,2,8,42,20,22
5025,S01005029,371,110,7,10,143,23,68
5026,S01005030,363,86,10,11,98,26,42
5027,S01005031,178,70,10,6,97,21,28
5028,S01005032,292,72,9,11,89,15,35
5029,S01005033,203,162,6,15,75,33,32
5030,S01005034,187,215,15,13,73,19,45
5031,S01005035,99,43,40,315,67,38,51
5032,S01005036,170,31,5,5,47,22,20
5033,S01005037,305,121,16,6,96,40,57
5034,S01005038,197,225,17,11,83,24,36
5035,S01005039,308,155,11,10,103,31,40
5036,S01005040,333,91,16,3,85,17,36
5037,S01005041,199,68,8,2,56,8,35
5038,S01005042,224,127,11,15,76,26,36
5039,S01005043,189,104,12,10,58,18,31
5040,S01005044,339,83,16,14,105,18,40
5041,S01005045,223,221,11,12,114,26,52
5042,S01005046,378,78,9,9,102,54,57
5043,S01005047,253,103,11,14,70,25,37
5044,S01005048,123,126,13,3,76,33,12
5045,S01005049,230,65,12,9,70,30,33
5046,S01005050,280,163,14,15,40,24,41
5047,S01005051,200,259,22,11,103,31,46
5048,S01005052,53,28,68,131,61,82,34
5049,S01005053,310,149,7,6,48,18,40
5050,S01005054,229,64,6,4,23,18,32
5051,S01005055,280,104,15,5,44,25,42
5052,S01005056,245,63,8,10,73,30,29
5053,S01005057,213,127,6,4,40,27,24
5054,S01005058,312,53,14,9,33,25,37
5055,S01005059,194,86,8,8,25,6,18
5056,S01005060,198,106,6,12,35,27,33
5057,S01005061,209,145,13,9,121,55,34
5058,S01005062,131,111,6,8,39,12,18
5059,S01005063,119,184,10,7,66,20,35
5060,S01005064,94,229,25,12,76,42,32
5061,S01005065,348,82,13,8,77,30,41
5062,S01005066,301,43,8,9,42,32,37
5063,S01005067,44,103,28,16,64,60,19
5064,S01005068,210,130,9,9,46,14,40
5065,S01005069,181,97,10,16,37,18,22
5066,S01005070,274,81,10,8,79,17,39
5067,S01005071,259,56,3,8,41,36,24
5068,S01005072,193,113,3,7,34,24,31
5069,S01005073,124,15,70,43,134,103,49
5070,S01005074,73,46,23,270,57,47,23
5071,S01005075,228,34,4,3,20,23,13
5072,S01005076,253,150,5,5,35,21,36
5073,S01005077,162,229,15,14,99,9,41
5074,S01005078,236,136,7,10,54,17,37
5075,S01005079,250,102,5,9,36,26,38
5076,S01005080,134,115,4,3,24,16,24
5077,S01005081,229,137,9,13,33,18,29
5078,S01005082,73,157,115,8,64,28,28
5079,S01005083,117,257,15,16,84,23,52
5080,S01005084,194,145,4,10,28,17,25
5081,S01005085,90,8,160,34,33,36,50
5082,S01005086,219,140,3,13,48,15,28
5083,S01005087,60,170,21,7,31,6,17
5084,S01005088,74,10,151,37,35,12,31
5085,S01005089,103,241,12,9,58,20,35
5086,S01005090,111,220,50,15,65,30,36
5087,S01005091,71,204,39,11,50,26,36
5088,S01005092,64,117,103,13,41,31,39
5089,S01005093,219,190,15,14,59,18,52
5090,S01005094,61,15,32,174,25,45,20
5091,S01005095,112,50,140,138,83,83,57
5092,S01005096,78,13,79,205,30,25,33
5093,S01005097,48,44,207,70,61,35,25
5094,S01005098,83,118,144,14,61,22,45
5095,S01005099,150,118,95,56,52,24,28
5096,S01005100,91,77,135,12,41,21,32
5097,S01005101,145,131,98,52,67,27,39
5098,S01005102,82,57,170,124,98,72,54
5099,S01005103,70,43,160,189,74,70,42
5100,S01005104,405,39,58,111,54,164,30
5101,S01005105,128,22,246,56,46,30,62
5102,S01005106,75,13,146,44,36,10,37
5103,S01005107,76,6,46,149,79,20,45
5104,S01005108,90,11,42,157,40,17,31
5105,S01005109,93,40,82,161,110,100,51
5106,S01005110,106,46,79,233,95,87,50
5107,S01005111,64,28,30,118,40,30,24
5108,S01005112,138,67,73,86,90,136,41
5109,S01005113,207,28,127,139,96,27,58
5110,S01005114,206,22,116,78,92,27,48
5111,S01005115,167,20,22,141,89,69,49
5112,S01005116,75,16,61,120,48,60,46
5113,S01005117,60,74,43,42,83,65,27
5114,S01005118,148,20,7,111,80,48,36
5115,S01005119,114,48,9,26,129,26,28
5116,S01005120,176,13,23,16,99,21,24
5117,S01005121,126,39,95,94,139,50,48
5118,S01005122,224,6,24,24,119,40,34
5119,S01005123,194,7,33,13,103,29,34
5120,S01005124,232,13,25,17,112,27,34
5121,S01005125,224,11,32,5,118,24,40
5122,S01005126,69,17,24,140,66,29,24
5123,S01005127,162,7,25,7,94,15,34
5124,S01005128,238,10,27,14,149,25,45
5125,S01005129,327,23,30,12,151,33,41
5126,S01005130,182,23,21,3,89,15,28
5127,S01005131,307,20,25,34,48,54,27
5128,S01005132,198,13,19,16,124,50,34
5129,S01005133,64,96,25,20,75,46,34
5130,S01005134,123,9,166,23,162,32,48
5131,S01005135,109,11,102,13,153,31,38
5132,S01005136,323,6,21,29,80,53,58
5133,S01005137,71,44,85,72,128,111,47
5134,S01005138,145,24,168,27,228,65,66
5135,S01005139,122,20,110,45,74,45,42
5136,S01005140,194,21,33,52,88,113,33
5137,S01005141,164,45,83,33,69,80,34
5138,S01005142,179,44,4,41,39,64,30
5139,S01005143,360,8,8,32,74,69,53
5140,S01005144,354,24,16,41,79,74,64
5141,S01005145,135,40,123,21,76,78,40
5142,S01005146,123,38,20,66,95,99,48
5143,S01005147,154,20,61,139,114,127,40
5144,S01005148,95,6,76,144,115,16,25
5145,S01005149,62,5,44,91,125,22,13
5146,S01005150,106,12,61,119,67,24,31
5147,S01005151,106,7,109,105,101,22,30
5148,S01005152,73,98,87,127,54,49,30
5149,S01005153,50,68,102,169,96,29,40
5150,S01005154,45,40,53,89,112,68,23
5151,S01005155,75,75,102,161,46,30,31
5152,S01005156,123,116,61,44,16,23,25
5153,S01005157,166,194,59,62,19,26,29
5154,S01005158,128,125,140,98,25,22,21
5155,S01005159,170,88,134,109,30,28,34
5156,S01005160,183,195,78,72,29,23,31
5157,S01005161,222,183,104,143,46,44,36
5158,S01005162,150,170,112,58,19,25,26
5159,S01005163,106,109,37,37,13,10,23
5160,S01005164,174,65,130,117,30,36,34
5161,S01005165,94,147,65,58,25,18,22
5162,S01005166,268,67,111,93,25,31,25
5163,S01005167,207,163,73,46,21,20,22
5164,S01005168,117,159,67,89,41,14,31
5165,S01005169,112,126,104,59,24,17,23
5166,S01005170,157,168,81,85,40,34,21
5167,S01005171,203,144,68,58,16,22,18
5168,S01005172,150,272,166,46,59,32,32
5169,S01005173,142,63,98,119,46,14,37
5170,S01005174,135,172,66,54,17,32,20
5171,S01005175,100,127,91,86,36,20,20
5172,S01005176,98,126,45,54,13,21,26
5173,S01005177,249,74,103,74,28,23,31
5174,S01005178,196,48,138,83,25,13,36
5175,S01005179,233,162,103,114,38,27,47
5176,S01005180,159,209,84,130,57,32,36
5177,S01005181,177,149,74,163,45,25,42
5178,S01005182,101,178,58,56,19,7,35
5179,S01005183,212,70,119,58,22,25,30
5180,S01005184,318,48,87,50,11,52,25
5181,S01005185,87,110,41,19,15,10,19
5182,S01005186,105,85,65,40,20,15,17
5183,S01005187,185,134,73,40,30,21,46
5184,S01005188,204,171,86,159,63,39,33
5185,S01005189,203,60,98,68,28,22,17
5186,S01005190,146,134,122,134,51,13,32
5187,S01005191,228,71,101,89,17,26,25
5188,S01005192,207,125,82,104,42,27,33
5189,S01005193,148,120,69,114,43,47,31
5190,S01005194,114,105,52,13,19,11,24
5191,S01005195,160,281,152,46,44,34,40
5192,S01005196,153,152,69,59,22,14,29
5193,S01005197,143,70,64,68,21,21,15
5194,S01005198,160,65,109,183,43,29,42
5195,S01005199,281,131,65,29,23,15,37
5196,S01005200,143,141,70,70,24,16,24
5197,S01005201,181,158,62,59,35,19,33
5198,S01005202,153,153,91,49,28,24,30
5199,S01005203,204,76,137,138,37,11,32
5200,S01005204,132,109,54,83,30,18,21
5201,S01005205,200,124,86,126,51,19,46
5202,S01005206,118,156,105,148,47,28,29
5203,S01005207,186,45,106,49,11,27,31
5204,S01005208,173,72,33,42,19,14,11
5205,S01005209,124,71,88,83,20,21,32
5206,S01005210,132,61,56,56,24,8,22
5207,S01005211,119,36,69,67,13,13,28
5208,S01005212,137,70,65,87,34,13,31
5209,S01005213,176,69,123,158,45,30,35
5210,S01005214,236,81,72,58,31,9,33
5211,S01005215,116,146,63,60,24,14,39
5212,S01005216,123,115,46,46,19,7,21
5213,S01005217,184,180,70,112,36,17,49
5214,S01005218,147,53,85,89,20,19,24
5215,S01005219,267,116,61,25,29,25,35
5216,S01005220,133,64,102,107,35,18,19
5217,S01005221,162,75,62,89,36,35,18
5218,S01005222,206,112,64,24,18,19,23
5219,S01005223,108,97,64,71,38,8,29
5220,S01005224,249,149,66,103,61,12,19
5221,S01005225,112,180,73,132,58,19,28
5222,S01005226,181,51,44,30,31,28,12
5223,S01005227,152,69,107,101,35,21,31
5224,S01005228,81,106,150,235,66,88,23
5225,S01005229,206,92,77,87,31,15,44
5226,S01005230,119,74,86,121,30,26,24
5227,S01005231,152,122,84,120,42,15,36
5228,S01005232,100,71,44,85,29,10,22
5229,S01005233,93,38,55,61,17,16,11
5230,S01005234,283,134,141,61,48,20,42
5231,S01005235,220,141,56,74,45,34,30
5232,S01005236,139,177,118,142,42,10,35
5233,S01005237,169,140,179,32,37,29,28
5234,S01005238,85,131,96,129,23,14,32
5235,S01005239,247,97,74,78,29,13,20
5236,S01005240,220,110,94,28,22,23,32
5237,S01005241,101,193,180,32,44,21,42
5238,S01005242,199,87,39,63,27,20,26
5239,S01005243,240,77,48,59,26,20,29
5240,S01005244,249,132,195,31,42,29,29
5241,S01005245,273,57,64,71,46,36,27
5242,S01005246,235,117,106,33,29,24,24
5243,S01005247,192,92,29,22,3,33,8
5244,S01005248,129,60,64,17,17,20,13
5245,S01005249,249,78,104,78,39,33,33
5246,S01005250,208,102,86,33,41,24,33
5247,S01005251,281,140,56,67,31,40,41
5248,S01005252,144,51,72,47,10,19,21
5249,S01005253,119,114,65,72,33,12,27
5250,S01005254,247,68,65,77,44,34,35
5251,S01005255,140,37,21,31,6,5,16
5252,S01005256,140,171,82,93,34,23,29
5253,S01005257,181,106,157,28,44,25,51
5254,S01005258,161,221,198,40,47,24,47
5255,S01005259,184,77,114,41,9,22,25
5256,S01005260,107,89,34,36,11,15,15
5257,S01005261,137,65,41,55,20,21,12
5258,S01005262,163,108,137,78,45,41,30
5259,S01005263,179,48,31,22,11,27,17
5260,S01005264,126,85,50,51,15,16,25
5261,S01005265,147,37,28,34,29,12,11
5262,S01005266,198,81,90,46,20,12,20
5263,S01005267,212,81,108,71,15,34,35
5264,S01005268,232,91,75,66,39,13,27
5265,S01005269,143,65,62,29,15,13,18
5266,S01005270,187,148,185,25,40,20,47
5267,S01005271,169,82,80,27,30,19,15
5268,S01005272,198,46,15,14,19,19,17
5269,S01005273,191,49,151,97,28,17,37
5270,S01005274,162,60,35,24,16,18,21
5271,S01005275,127,42,47,45,29,12,16
5272,S01005276,170,72,55,42,16,9,20
5273,S01005277,155,64,118,54,21,14,28
5274,S01005278,152,132,76,66,28,15,33
5275,S01005279,93,42,65,97,41,25,16
5276,S01005280,163,121,58,21,21,26,22
5277,S01005281,211,84,126,88,22,19,29
5278,S01005282,213,128,51,8,25,14,24
5279,S01005283,96,103,87,150,114,32,32
5280,S01005284,248,72,51,47,18,20,40
5281,S01005285,170,88,115,66,39,14,25
5282,S01005286,84,55,115,128,70,33,27
5283,S01005287,185,109,114,52,42,20,34
5284,S01005288,185,138,78,11,20,21,38
5285,S01005289,246,132,69,56,30,19,24
5286,S01005290,116,37,57,78,32,13,25
5287,S01005291,73,51,141,174,44,25,28
5288,S01005292,148,121,53,17,13,24,20
5289,S01005293,147,149,69,17,34,19,32
5290,S01005294,51,64,73,113,81,21,18
5291,S01005295,144,31,68,63,23,14,28
5292,S01005296,208,49,154,210,51,33,30
5293,S01005297,159,88,91,32,38,10,23
5294,S01005298,219,67,174,240,61,31,46
5295,S01005299,107,122,82,46,29,11,27
5296,S01005300,134,88,166,217,70,27,32
5297,S01005301,187,49,142,229,41,32,29
5298,S01005302,262,171,115,30,20,23,23
5299,S01005303,151,54,60,103,53,15,22
5300,S01005304,140,145,95,33,54,32,34
5301,S01005305,190,139,88,28,26,17,25
5302,S01005306,257,175,195,55,73,24,46
5303,S01005307,189,64,169,178,49,22,40
5304,S01005308,160,71,30,5,18,15,16
5305,S01005309,187,166,107,24,28,20,26
5306,S01005310,200,133,90,22,21,12,30
5307,S01005311,233,148,210,39,51,27,44
5308,S01005312,192,89,63,60,42,34,35
5309,S01005313,234,173,192,46,53,16,42
5310,S01005314,87,29,85,133,33,31,16
5311,S01005315,172,91,65,8,40,16,21
5312,S01005316,192,125,157,25,47,13,31
5313,S01005317,125,101,105,36,43,22,22
5314,S01005318,87,58,54,21,15,15,13
5315,S01005319,179,111,133,20,52,21,30
5316,S01005320,108,43,95,107,18,20,20
5317,S01005321,127,91,72,22,29,27,25
5318,S01005322,162,175,129,43,61,33,28
5319,S01005323,133,85,88,15,22,18,23
5320,S01005324,175,119,114,20,37,12,25
5321,S01005325,189,139,133,20,40,13,23
5322,S01005326,216,149,88,24,36,20,24
5323,S01005327,172,96,94,17,35,22,20
5324,S01005328,112,125,124,23,22,14,37
5325,S01005329,74,69,62,83,30,51,27
5326,S01005330,125,94,96,13,22,11,15
5327,S01005331,149,99,81,11,33,19,32
5328,S01005332,73,86,68,42,22,19,20
5329,S01005333,157,83,133,133,47,39,41
5330,S01005334,120,103,107,81,35,9,18
5331,S01005335,92,78,90,66,34,26,21
5332,S01005336,113,56,94,105,41,13,16
5333,S01005337,204,138,164,117,80,34,42
5334,S01005338,96,141,76,80,47,15,18
5335,S01005339,125,89,117,79,35,21,24
5336,S01005340,126,65,89,100,41,28,20
5337,S01005341,128,52,116,91,28,15,27
5338,S01005342,145,74,121,84,38,24,40
5339,S01005343,208,112,146,133,76,29,41
5340,S01005344,178,63,112,73,24,11,32
5341,S01005345,198,93,125,111,58,18,27
5342,S01005346,218,76,146,145,59,23,37
5343,S01005347,161,55,160,125,66,23,27
5344,S01005348,185,81,140,119,50,21,43
5345,S01005349,236,40,152,137,62,11,52
5346,S01005350,99,76,118,194,45,25,20
5347,S01005351,142,117,115,124,40,36,35
5348,S01005352,213,52,145,108,31,25,28
5349,S01005353,197,52,167,95,52,21,42
5350,S01005354,156,103,159,245,50,37,29
5351,S01005355,169,36,131,101,33,16,22
5352,S01005356,69,64,139,156,38,25,24
5353,S01005357,135,26,91,75,21,14,27
5354,S01005358,109,90,98,164,26,15,29
5355,S01005359,127,103,156,235,59,26,35
5356,S01005360,119,126,134,240,43,21,24
5357,S01005361,87,24,110,213,163,38,23
5358,S01005362,99,23,5,49,169,42,61
5359,S01005363,56,43,70,69,84,156,35
5360,S01005364,75,77,120,88,81,118,56
5361,S01005365,60,65,90,41,63,103,30
5362,S01005366,323,63,5,25,56,14,36
5363,S01005367,261,36,5,30,75,14,32
5364,S01005368,301,24,4,26,40,15,25
5365,S01005369,344,21,6,43,89,31,54
5366,S01005370,335,31,6,27,68,34,36
5367,S01005371,441,12,5,61,72,22,41
5368,S01005372,431,13,7,42,79,25,37
5369,S01005373,346,5,1,31,49,23,32
5370,S01005374,430,5,6,52,62,20,37
5371,S01005375,376,41,12,51,66,25,36
5372,S01005376,427,4,6,45,68,28,38
5373,S01005377,401,17,4,38,39,16,29
5374,S01005378,264,72,4,44,50,28,28
5375,S01005379,459,29,2,63,72,26,30
5376,S01005380,214,105,4,46,33,19,20
5377,S01005381,272,25,8,32,44,21,26
5378,S01005382,222,86,8,30,27,27,31
5379,S01005383,72,55,71,79,77,99,33
5380,S01005384,83,134,90,90,59,82,41
5381,S01005385,72,85,111,64,77,107,43
5382,S01005386,64,5,176,42,33,21,30
5383,S01005387,429,13,6,79,45,23,43
5384,S01005388,318,5,10,73,46,24,31
5385,S01005389,248,8,6,81,44,33,49
5386,S01005390,392,11,2,78,43,24,51
5387,S01005391,268,6,6,71,51,30,27
5388,S01005392,103,24,82,130,110,108,56
5389,S01005393,85,142,61,138,57,69,37
5390,S01005394,87,48,39,103,168,96,61
5391,S01005395,111,46,189,91,48,97,46
5392,S01005396,50,32,77,100,77,97,38
5393,S01005397,57,0,27,126,71,22,29
5394,S01005398,330,3,164,54,61,35,45
5395,S01005399,281,2,108,40,49,40,45
5396,S01005400,253,4,112,83,55,42,46
5397,S01005401,278,5,148,47,37,31,44
5398,S01005402,267,7,132,75,75,49,46
5399,S01005403,346,2,151,44,48,25,45
5400,S01005404,64,109,119,64,58,88,50
5401,S01005405,87,22,94,68,25,23,19
5402,S01005406,75,33,92,64,26,20,26
5403,S01005407,128,203,47,38,80,68,42
5404,S01005408,104,29,118,45,33,12,30
5405,S01005409,123,60,109,49,39,22,42
5406,S01005410,72,75,124,110,53,92,44
5407,S01005411,330,16,11,57,99,38,42
5408,S01005412,232,55,172,30,64,42,22
5409,S01005413,335,5,11,41,66,39,38
5410,S01005414,163,100,126,32,72,49,29
5411,S01005415,317,9,12,54,79,29,42
5412,S01005416,304,10,12,46,65,29,23
5413,S01005417,189,159,43,36,69,33,22
5414,S01005418,149,103,82,20,49,35,16
5415,S01005419,276,24,14,36,41,15,31
5416,S01005420,330,59,9,49,63,33,41
5417,S01005421,253,219,62,19,85,17,36
5418,S01005422,338,83,22,20,73,24,21
5419,S01005423,395,97,15,60,121,31,46
5420,S01005424,287,63,42,13,81,38,30
5421,S01005425,277,86,29,7,59,30,25
5422,S01005426,310,58,20,6,44,23,24
5423,S01005427,253,52,35,7,57,17,20
5424,S01005428,280,184,30,12,62,34,45
5425,S01005429,210,42,38,9,63,20,23
5426,S01005430,233,37,31,10,80,22,25
5427,S01005431,281,69,65,9,54,20,26
5428,S01005432,248,90,58,14,68,17,36
5429,S01005433,307,82,65,18,72,26,30
5430,S01005434,204,60,38,13,76,35,19
5431,S01005435,171,8,93,42,117,19,37
5432,S01005436,292,56,78,29,84,19,44
5433,S01005437,309,79,82,27,104,19,42
5434,S01005438,237,11,150,37,73,30,46
5435,S01005439,67,46,4,140,80,30,42
5436,S01005440,86,163,91,70,80,111,49
5437,S01005441,227,106,91,18,103,29,37
5438,S01005442,78,96,71,24,180,87,61
5439,S01005443,168,11,109,43,150,46,51
5440,S01005444,87,173,98,68,115,75,39
5441,S01005445,227,8,166,28,82,41,68
5442,S01005446,186,13,123,29,57,38,45
5443,S01005447,331,12,21,11,144,23,37
5444,S01005448,328,18,17,13,231,36,34
5445,S01005449,95,95,129,56,110,122,48
5446,S01005450,203,3,12,165,83,23,47
5447,S01005451,315,1,20,11,176,48,44
5448,S01005452,243,1,9,10,214,32,33
5449,S01005453,214,6,20,185,65,31,41
5450,S01005454,255,2,21,7,126,74,33
5451,S01005455,248,5,21,11,194,30,43
5452,S01005456,297,7,22,7,162,54,37
5453,S01005457,322,8,34,16,146,20,32
5454,S01005458,273,13,25,11,129,25,37
5455,S01005459,50,91,62,86,196,107,39
5456,S01005460,83,32,94,160,73,66,53
5457,S01005461,87,56,91,129,59,64,45
5458,S01005462,81,80,152,90,96,102,57
5459,S01005463,72,1,66,61,127,20,32
5460,S01005464,91,15,22,99,82,29,33
5461,S01005465,100,1,22,110,107,28,29
5462,S01005466,97,19,64,106,207,117,34
5463,S01005467,80,1,5,101,115,22,31
5464,S01005468,93,40,93,86,197,79,38
5465,S01005469,70,52,104,102,70,83,48
5466,S01005470,109,3,8,105,148,43,25
5467,S01005471,121,3,7,136,215,53,33
5468,S01005472,75,55,39,89,198,102,44
5469,S01005473,111,101,41,40,85,74,38
5470,S01005474,234,3,33,20,84,28,37
5471,S01005475,52,62,45,111,90,138,48
5472,S01005476,91,42,19,127,231,111,41
5473,S01005477,400,9,49,29,80,35,50
5474,S01005478,311,7,35,31,84,30,35
5475,S01005479,42,41,74,106,55,37,25
5476,S01005480,34,30,164,74,73,94,39
5477,S01005481,67,38,95,120,42,21,29
5478,S01005482,57,43,71,68,66,72,33
5479,S01005483,110,84,50,98,72,56,53
5480,S01005484,67,66,23,80,52,24,22
5481,S01005485,258,29,3,72,71,20,47
5482,S01005486,256,19,3,96,79,40,45
5483,S01005487,192,12,13,71,72,24,42
5484,S01005488,292,29,4,135,79,31,46
5485,S01005489,92,57,53,113,161,89,40
5486,S01005490,102,79,6,63,61,34,25
5487,S01005491,87,69,67,137,99,89,67
5488,S01005492,135,104,48,35,257,55,39
5489,S01005493,35,60,81,97,142,42,39
5490,S01005494,185,8,6,200,55,15,33
5491,S01005495,86,21,72,212,31,27,35
5492,S01005496,77,122,107,217,57,41,89
5493,S01005497,40,175,120,11,40,23,28
5494,S01005498,208,7,220,11,42,27,73
5495,S01005499,346,53,9,5,37,28,31
5496,S01005500,397,96,8,6,61,18,31
5497,S01005501,289,193,18,10,55,29,38
5498,S01005502,343,137,28,7,59,34,45
5499,S01005503,284,32,8,6,25,28,21
5500,S01005504,289,49,10,11,37,19,36
5501,S01005505,304,22,7,6,39,24,36
5502,S01005506,397,25,18,7,55,34,39
5503,S01005507,242,9,11,7,31,25,38
5504,S01005508,360,61,19,4,43,19,51
5505,S01005509,75,104,182,6,52,30,37
5506,S01005510,58,35,197,93,42,27,28
5507,S01005511,51,69,43,84,80,38,53
5508,S01005512,104,24,38,61,145,59,47
5509,S01005513,65,80,58,208,39,23,46
5510,S01005514,49,23,19,158,100,32,25
5511,S01005515,226,5,5,10,81,27,56
5512,S01005516,106,94,18,21,47,16,57
5513,S01005517,161,114,99,94,137,35,37
5514,S01005518,251,75,103,58,153,55,42
5515,S01005519,58,56,32,108,105,60,49
5516,S01005520,144,62,74,102,112,52,51
5517,S01005521,184,68,93,13,85,59,37
5518,S01005522,83,19,8,80,78,63,37
5519,S01005523,99,25,41,122,117,106,54
5520,S01005524,72,44,64,44,96,100,22
5521,S01005525,243,58,25,11,69,29,20
5522,S01005526,219,48,36,17,63,23,24
5523,S01005527,155,44,22,14,36,12,20
5524,S01005528,155,28,20,21,67,18,21
5525,S01005529,250,65,43,34,90,31,17
5526,S01005530,153,38,18,13,63,23,18
5527,S01005531,176,37,25,13,66,20,19
5528,S01005532,222,37,30,21,108,42,24
5529,S01005533,233,37,25,13,74,29,21
5530,S01005534,185,54,18,12,74,23,19
5531,S01005535,101,14,238,14,95,31,28
5532,S01005536,87,40,84,182,102,96,49
5533,S01005537,76,82,69,75,92,54,25
5534,S01005538,103,112,22,175,75,76,37
5535,S01005539,102,57,123,92,90,73,44
5536,S01005540,190,4,19,152,57,17,25
5537,S01005541,163,0,13,109,67,22,26
5538,S01005542,202,1,17,161,57,18,27
5539,S01005543,163,3,12,168,66,34,26
5540,S01005544,178,5,14,138,43,15,23
5541,S01005545,229,17,22,182,62,35,35
5542,S01005546,53,47,129,48,60,81,33
5543,S01005547,54,35,103,121,61,37,43
5544,S01005548,144,192,55,29,102,40,30
5545,S01005549,94,23,314,58,70,45,39
5546,S01005550,52,134,37,20,84,35,15
5547,S01005551,73,197,69,36,108,24,29
5548,S01005552,159,144,40,25,109,33,32
5549,S01005553,108,172,45,32,114,32,21
5550,S01005554,123,111,51,40,83,21,20
5551,S01005555,59,157,47,26,88,30,19
5552,S01005556,39,114,41,13,58,12,16
5553,S01005557,192,200,41,28,41,24,41
5554,S01005558,100,132,38,34,83,28,29
5555,S01005559,178,188,42,19,30,15,27
5556,S01005560,112,183,32,20,34,25,25
5557,S01005561,91,33,290,57,66,29,39
5558,S01005562,123,109,39,26,85,35,16
5559,S01005563,181,120,34,23,41,10,19
5560,S01005564,176,116,25,39,92,28,21
5561,S01005565,106,113,24,39,57,13,18
5562,S01005566,40,31,172,29,34,16,18
5563,S01005567,200,103,31,39,58,31,37
5564,S01005568,133,92,23,27,21,21,20
5565,S01005569,169,128,38,36,80,12,24
5566,S01005570,269,98,35,19,41,22,29
5567,S01005571,180,150,42,48,75,33,26
5568,S01005572,226,79,30,41,83,29,23
5569,S01005573,189,79,28,46,39,15,25
5570,S01005574,231,95,28,49,46,24,32
5571,S01005575,212,131,38,45,69,37,30
5572,S01005576,240,57,35,36,63,14,17
5573,S01005577,184,83,28,40,72,43,18
5574,S01005578,277,83,29,47,51,25,26
5575,S01005579,66,111,188,47,69,64,48
5576,S01005580,95,50,17,22,57,16,11
5577,S01005581,208,42,22,25,53,35,17
5578,S01005582,203,52,31,43,73,44,25
5579,S01005583,120,64,23,34,52,19,20
5580,S01005584,121,116,10,40,81,12,21
5581,S01005585,216,59,29,27,48,27,25
5582,S01005586,148,57,31,23,61,45,16
5583,S01005587,360,92,21,52,32,22,35
5584,S01005588,146,53,13,26,47,10,21
5585,S01005589,167,89,41,39,87,37,29
5586,S01005590,183,51,26,21,37,24,20
5587,S01005591,264,156,19,39,41,28,34
5588,S01005592,189,34,15,15,24,17,11
5589,S01005593,243,151,20,16,36,30,31
5590,S01005594,207,74,27,22,38,18,28
5591,S01005595,202,153,17,27,22,20,21
5592,S01005596,120,97,12,17,22,6,10
5593,S01005597,307,103,29,42,45,16,34
5594,S01005598,304,74,27,35,44,19,35
5595,S01005599,152,70,15,22,24,23,23
5596,S01005600,251,61,17,24,22,23,29
5597,S01005601,83,49,218,35,16,19,30
5598,S01005602,172,125,7,15,32,21,22
5599,S01005603,112,133,15,26,43,8,14
5600,S01005604,174,75,15,18,16,11,18
5601,S01005605,293,124,37,38,50,20,33
5602,S01005606,170,73,23,34,41,22,19
5603,S01005607,166,124,17,41,52,11,19
5604,S01005608,233,194,29,63,74,16,34
5605,S01005609,141,166,24,57,61,29,32
