,GEO_CODE,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km and over,Work or study mainly at or from home,Other (including no fixed place of work; working on an offshore installation and working outside the UK)
3756,S01003760,142,6,54,149,73,76,56
3757,S01003761,148,33,93,68,76,84,63
3758,S01003762,86,32,47,185,107,84,48
3759,S01003763,169,71,33,60,108,73,61
3760,S01003764,379,1,9,30,64,43,46
3761,S01003765,255,10,84,20,40,29,39
3762,S01003766,215,8,10,18,49,47,34
3763,S01003767,230,3,3,9,70,45,46
3764,S01003768,57,27,20,122,39,68,38
3765,S01003769,168,3,7,5,148,59,43
3766,S01003770,85,45,31,16,151,85,33
3767,S01003771,61,131,52,28,82,56,40
3768,S01003772,43,59,86,22,62,61,37
3769,S01003773,62,62,93,91,43,75,55
3770,S01003774,136,64,93,23,33,65,35
3771,S01003775,100,24,31,109,128,70,58
3772,S01003776,88,35,35,70,72,61,35
3773,S01003777,71,59,35,307,35,53,69
3774,S01003778,45,77,119,31,25,37,29
3775,S01003779,47,72,46,88,27,52,32
3776,S01003780,22,163,284,28,58,62,56
3777,S01003781,123,256,11,17,36,24,38
3778,S01003782,24,22,69,88,75,97,31
3779,S01003783,261,245,30,20,41,40,40
3780,S01003784,100,245,12,8,35,14,31
3781,S01003785,155,286,6,11,31,29,36
3782,S01003786,185,304,17,12,36,24,50
3783,S01003787,107,199,2,12,23,32,30
3784,S01003788,121,188,3,12,17,16,30
3785,S01003789,111,167,2,12,25,24,23
3786,S01003790,158,200,4,8,17,10,31
3787,S01003791,116,257,11,16,43,11,33
3788,S01003792,149,237,13,16,48,27,42
3789,S01003793,117,169,1,7,20,13,22
3790,S01003794,170,153,9,10,26,33,32
3791,S01003795,48,41,44,153,33,54,36
3792,S01003796,168,131,7,7,23,22,29
3793,S01003797,265,259,5,16,38,14,43
3794,S01003798,246,173,6,15,18,37,31
3795,S01003799,274,288,7,15,27,19,41
3796,S01003800,324,0,1,6,42,46,47
3797,S01003801,267,132,1,8,35,17,39
3798,S01003802,254,171,2,15,22,25,35
3799,S01003803,34,104,155,34,33,44,39
3800,S01003804,133,208,24,5,25,21,26
3801,S01003805,381,120,7,21,31,36,46
3802,S01003806,222,92,4,14,35,23,18
3803,S01003807,352,231,5,17,44,22,41
3804,S01003808,314,0,1,7,37,35,44
3805,S01003809,207,199,18,6,33,24,51
3806,S01003810,299,78,4,12,41,40,31
3807,S01003811,119,248,15,10,42,29,32
3808,S01003812,280,87,6,13,15,30,48
3809,S01003813,373,162,7,16,47,21,38
3810,S01003814,342,38,6,14,25,25,34
3811,S01003815,289,50,10,16,30,40,38
3812,S01003816,111,344,39,6,48,35,40
3813,S01003817,307,107,5,12,20,32,32
3814,S01003818,325,69,6,14,30,29,40
3815,S01003819,76,172,94,8,31,33,29
3816,S01003820,410,42,6,22,45,40,43
3817,S01003821,247,181,8,11,35,53,43
3818,S01003822,367,74,4,6,38,30,28
3819,S01003823,405,52,15,15,30,41,20
3820,S01003824,296,60,2,20,22,46,36
3821,S01003825,325,36,7,142,27,21,19
3822,S01003826,332,0,1,8,35,43,49
3823,S01003827,332,51,10,17,29,47,46
3824,S01003828,147,216,8,8,34,27,42
3825,S01003829,267,65,8,4,12,18,40
3826,S01003830,231,241,59,3,22,47,34
3827,S01003831,200,177,5,15,31,18,46
3828,S01003832,397,46,4,24,39,40,30
3829,S01003833,225,29,6,19,16,28,22
3830,S01003834,278,100,7,9,25,19,45
3831,S01003835,141,202,8,15,24,10,27
3832,S01003836,77,183,81,10,28,21,32
3833,S01003837,249,44,5,13,13,25,23
3834,S01003838,179,178,39,5,24,12,27
3835,S01003839,265,55,0,13,26,22,35
3836,S01003840,220,157,3,22,34,18,39
3837,S01003841,58,27,32,4,100,55,38
3838,S01003842,83,11,60,165,32,36,34
3839,S01003843,63,47,18,190,35,34,45
3840,S01003844,144,148,176,11,43,22,48
3841,S01003845,370,73,11,20,23,37,44
3842,S01003846,111,40,39,73,57,75,55
3843,S01003847,103,17,5,145,29,13,43
3844,S01003848,210,211,12,14,19,32,51
3845,S01003849,231,42,8,14,16,22,27
3846,S01003850,88,88,175,11,30,14,34
3847,S01003851,180,27,266,8,35,33,42
3848,S01003852,199,119,7,14,22,23,27
3849,S01003853,347,57,6,13,24,29,33
3850,S01003854,90,31,10,154,21,24,47
3851,S01003855,364,51,11,12,24,39,31
3852,S01003856,169,179,72,14,47,31,38
3853,S01003857,77,79,94,85,89,55,40
3854,S01003858,155,174,51,10,17,22,17
3855,S01003859,112,46,159,9,45,27,15
3856,S01003860,207,40,5,12,12,17,18
3857,S01003861,126,209,180,11,42,27,38
3858,S01003862,197,60,5,13,22,20,23
3859,S01003863,149,25,229,6,43,32,31
3860,S01003864,86,212,53,81,40,38,61
3861,S01003865,80,51,123,175,29,66,55
3862,S01003866,50,31,141,154,56,45,61
3863,S01003867,177,31,127,120,47,39,53
3864,S01003868,33,75,162,73,24,65,42
3865,S01003869,103,25,61,43,59,67,63
3866,S01003870,124,24,113,119,44,26,60
3867,S01003871,80,63,44,76,108,86,54
3868,S01003872,60,93,123,149,41,62,59
3869,S01003873,79,75,137,59,147,55,71
3870,S01003874,189,92,77,135,28,77,59
3871,S01003875,35,86,37,73,49,42,32
3872,S01003876,77,67,84,126,21,44,41
3873,S01003877,59,64,65,96,31,38,34
3874,S01003878,133,34,55,258,36,48,48
3875,S01003879,88,115,19,117,30,27,32
3876,S01003880,113,77,67,159,41,37,80
3877,S01003881,75,36,160,118,26,46,56
3878,S01003882,153,20,6,8,78,6,25
3879,S01003883,83,115,7,33,75,16,30
3880,S01003884,108,176,22,78,39,22,40
3881,S01003885,211,27,9,18,117,29,27
3882,S01003886,176,22,5,20,117,19,28
3883,S01003887,312,8,1,29,78,25,37
3884,S01003888,59,101,54,33,95,61,32
3885,S01003889,73,120,23,94,28,22,31
3886,S01003890,220,4,4,18,106,21,36
3887,S01003891,267,15,10,40,152,27,40
3888,S01003892,196,12,8,30,89,10,34
3889,S01003893,98,56,10,158,19,37,20
3890,S01003894,250,8,9,27,139,44,52
3891,S01003895,98,160,17,111,42,25,31
3892,S01003896,193,14,10,21,125,34,30
3893,S01003897,89,54,12,124,31,38,29
3894,S01003898,172,6,5,21,111,38,23
3895,S01003899,199,10,7,26,108,15,28
3896,S01003900,206,0,11,29,132,24,38
3897,S01003901,68,65,7,124,19,15,48
3898,S01003902,172,13,168,17,112,53,49
3899,S01003903,38,107,63,137,28,64,47
3900,S01003904,212,18,18,112,26,24,36
3901,S01003905,77,29,77,244,29,59,59
3902,S01003906,250,8,15,102,29,20,38
3903,S01003907,223,4,12,78,30,29,38
3904,S01003908,350,11,12,110,21,36,39
3905,S01003909,259,11,12,76,50,20,35
3906,S01003910,282,7,17,77,30,19,36
3907,S01003911,79,41,11,19,141,45,48
3908,S01003912,272,13,5,113,52,31,39
3909,S01003913,75,136,61,57,92,69,42
3910,S01003914,83,43,50,64,152,84,62
3911,S01003915,93,36,31,46,99,59,45
3912,S01003916,59,47,74,160,65,77,54
3913,S01003917,140,30,32,88,131,50,52
3914,S01003918,144,25,186,46,117,37,69
3915,S01003919,155,7,40,13,54,15,30
3916,S01003920,222,17,23,25,52,9,43
3917,S01003921,210,53,19,33,62,20,37
3918,S01003922,261,12,39,25,63,31,33
3919,S01003923,273,25,42,22,57,37,27
3920,S01003924,164,27,28,12,37,11,18
3921,S01003925,308,13,65,16,65,21,37
3922,S01003926,188,13,39,17,57,25,21
3923,S01003927,72,16,132,53,83,49,48
3924,S01003928,314,23,59,34,64,40,44
3925,S01003929,143,26,43,25,27,19,26
3926,S01003930,229,22,45,45,86,19,37
3927,S01003931,255,109,15,40,59,32,46
3928,S01003932,165,154,42,41,106,37,50
3929,S01003933,73,36,127,22,37,64,41
3930,S01003934,73,56,125,109,74,75,41
3931,S01003935,108,10,148,66,56,30,43
3932,S01003936,39,121,164,67,104,63,59
3933,S01003937,85,23,19,133,85,26,36
3934,S01003938,59,39,73,46,68,45,50
3935,S01003939,48,25,23,86,89,41,42
3936,S01003940,253,35,39,61,82,37,48
3937,S01003941,73,46,65,43,74,40,34
3938,S01003942,245,1,19,70,63,34,34
3939,S01003943,214,5,22,47,48,37,31
3940,S01003944,186,1,33,44,50,20,32
3941,S01003945,241,2,21,65,74,21,42
3942,S01003946,230,33,52,21,46,100,36
3943,S01003947,48,16,6,97,78,42,44
3944,S01003948,98,26,54,67,48,82,44
3945,S01003949,78,43,46,39,71,43,29
3946,S01003950,246,7,28,25,50,26,27
3947,S01003951,134,18,15,19,38,36,20
3948,S01003952,42,59,67,59,45,28,24
3949,S01003953,61,53,21,63,33,49,46
3950,S01003954,59,112,26,15,46,29,35
3951,S01003955,258,5,0,7,51,62,45
3952,S01003956,300,10,2,1,49,42,38
3953,S01003957,96,22,3,75,79,59,38
3954,S01003958,245,5,21,29,49,51,38
3955,S01003959,94,16,12,72,135,71,54
3956,S01003960,254,43,46,43,59,49,72
3957,S01003961,124,1,51,5,51,18,25
3958,S01003962,143,2,65,18,37,31,43
3959,S01003963,61,56,45,22,60,50,44
3960,S01003964,85,37,69,31,50,44,28
3961,S01003965,27,33,40,84,38,55,37
3962,S01003966,146,21,32,34,175,76,51
3963,S01003967,167,3,4,35,65,58,24
3964,S01003968,136,9,19,30,163,74,53
3965,S01003969,63,23,45,15,187,76,43
3966,S01003970,59,33,29,36,77,78,43
3967,S01003971,101,18,3,84,85,44,32
3968,S01003972,58,13,103,82,56,59,27
3969,S01003973,153,49,20,18,52,64,28
3970,S01003974,130,54,20,49,88,77,56
3971,S01003975,36,36,68,184,43,101,21
3972,S01003976,270,5,5,5,76,30,21
3973,S01003977,233,10,8,2,62,32,25
3974,S01003978,232,0,2,2,83,18,28
3975,S01003979,279,4,11,5,67,19,17
3976,S01003980,127,104,42,9,65,26,16
3977,S01003981,247,1,7,3,65,16,18
3978,S01003982,360,5,12,5,75,21,38
3979,S01003983,339,2,4,4,96,14,39
3980,S01003984,237,2,6,1,69,30,23
3981,S01003985,379,1,8,2,83,34,33
3982,S01003986,251,3,4,3,62,13,28
3983,S01003987,147,91,6,3,70,11,27
3984,S01003988,56,22,2,95,82,27,27
3985,S01003989,81,26,18,216,72,71,37
3986,S01003990,66,20,15,35,73,58,34
3987,S01003991,62,117,85,12,85,35,20
3988,S01003992,157,18,179,135,51,39,36
3989,S01003993,84,31,129,89,25,73,18
3990,S01003994,80,27,35,177,73,51,41
3991,S01003995,72,211,107,45,39,88,39
3992,S01003996,61,26,108,60,25,61,26
3993,S01003997,365,6,96,12,56,58,25
3994,S01003998,240,14,29,66,24,15,22
3995,S01003999,347,8,153,16,37,25,31
3996,S01004000,254,33,16,93,30,15,34
3997,S01004001,168,5,156,78,34,24,36
3998,S01004002,265,12,42,76,29,30,25
3999,S01004003,202,4,107,7,32,14,11
4000,S01004004,276,52,12,81,39,17,37
4001,S01004005,256,4,97,11,20,13,20
4002,S01004006,219,3,118,5,31,8,15
4003,S01004007,203,3,57,4,20,22,17
4004,S01004008,62,58,11,52,161,51,28
4005,S01004009,176,71,100,7,27,27,29
4006,S01004010,40,48,42,173,124,51,31
4007,S01004011,122,91,56,143,193,68,40
4008,S01004012,83,10,107,132,108,43,20
4009,S01004013,59,18,62,86,91,38,20
4010,S01004014,114,10,39,82,100,34,24
4011,S01004015,168,22,76,149,164,38,33
4012,S01004016,71,24,107,135,95,7,23
4013,S01004017,149,36,51,156,180,39,29
4014,S01004018,112,27,227,128,128,24,29
4015,S01004019,43,16,74,112,100,32,21
4016,S01004020,92,33,59,137,65,38,20
4017,S01004021,103,79,199,37,170,32,26
4018,S01004022,74,48,158,18,83,6,28
4019,S01004023,88,61,184,18,69,15,14
4020,S01004024,195,198,67,32,64,21,28
4021,S01004025,198,54,80,81,27,25,19
4022,S01004026,136,54,100,66,29,15,21
4023,S01004027,159,42,103,84,38,28,17
4024,S01004028,157,48,84,74,22,29,22
4025,S01004029,211,57,120,89,42,23,27
4026,S01004030,200,41,104,67,16,26,19
4027,S01004031,102,32,72,64,21,14,12
4028,S01004032,149,27,39,30,15,28,10
4029,S01004033,234,45,135,75,41,29,19
4030,S01004034,241,42,135,89,52,22,27
4031,S01004035,178,22,105,50,27,15,26
4032,S01004036,154,41,81,68,33,17,19
4033,S01004037,209,52,123,63,68,21,23
4034,S01004038,196,28,70,52,36,21,27
4035,S01004039,200,21,58,58,22,27,15
4036,S01004040,147,77,76,64,69,22,27
4037,S01004041,127,33,87,65,36,13,13
4038,S01004042,157,26,83,50,33,10,15
4039,S01004043,225,185,87,13,94,21,28
4040,S01004044,104,54,58,31,25,12,22
4041,S01004045,173,126,34,13,29,10,18
4042,S01004046,65,54,29,35,27,14,9
4043,S01004047,167,164,54,28,47,22,10
4044,S01004048,169,184,54,52,77,15,27
4045,S01004049,140,180,46,46,77,15,23
4046,S01004050,203,106,33,10,37,34,20
4047,S01004051,196,62,31,8,30,22,12
4048,S01004052,155,118,52,23,42,25,17
4049,S01004053,180,157,45,31,58,18,24
4050,S01004054,248,204,42,9,68,21,31
4051,S01004055,346,109,35,34,70,36,25
4052,S01004056,177,144,41,11,44,32,22
4053,S01004057,176,202,93,43,69,17,32
4054,S01004058,238,149,16,5,57,25,26
4055,S01004059,170,108,17,13,37,16,17
4056,S01004060,250,88,38,22,56,24,19
4057,S01004061,199,99,42,12,40,17,19
4058,S01004062,335,122,26,48,81,18,28
4059,S01004063,196,117,35,26,60,23,22
4060,S01004064,218,76,19,9,46,9,26
4061,S01004065,260,97,26,23,65,23,31
4062,S01004066,189,130,28,8,44,28,20
4063,S01004067,230,169,27,25,58,28,23
4064,S01004068,232,58,27,22,43,19,18
4065,S01004069,259,92,19,20,53,21,18
4066,S01004070,174,62,34,14,35,14,22
4067,S01004071,151,166,20,8,52,14,28
4068,S01004072,264,97,31,24,54,23,30
4069,S01004073,250,148,42,9,32,28,15
4070,S01004074,260,142,35,7,41,31,16
4071,S01004075,117,52,19,6,26,16,10
4072,S01004076,185,112,21,14,44,26,13
4073,S01004077,282,194,26,31,87,25,33
4074,S01004078,212,71,26,27,56,18,19
4075,S01004079,241,166,23,7,45,25,19
4076,S01004080,196,54,14,12,25,12,20
4077,S01004081,309,158,33,14,105,18,20
4078,S01004082,60,137,120,28,127,31,16
4079,S01004083,274,92,13,15,45,21,20
4080,S01004084,154,51,21,10,31,16,16
4081,S01004085,157,58,29,14,55,17,17
4082,S01004086,124,34,26,14,23,6,19
4083,S01004087,180,99,28,3,30,15,14
4084,S01004088,154,107,26,9,26,25,14
4085,S01004089,214,125,22,10,38,15,24
4086,S01004090,186,85,15,6,25,26,25
4087,S01004091,251,88,32,17,97,14,19
4088,S01004092,220,79,25,21,79,22,14
4089,S01004093,118,41,17,16,31,14,10
4090,S01004094,152,41,17,9,16,36,21
4091,S01004095,196,51,14,23,63,15,9
4092,S01004096,169,98,69,17,107,14,21
4093,S01004097,242,137,15,22,38,26,20
4094,S01004098,149,112,22,11,67,8,22
4095,S01004099,103,137,114,36,113,34,23
4096,S01004100,261,138,31,7,65,25,17
4097,S01004101,248,84,34,35,77,14,13
4098,S01004102,287,92,40,26,108,21,11
4099,S01004103,177,116,45,10,91,17,14
4100,S01004104,291,87,22,33,98,27,21
4101,S01004105,219,102,45,16,62,17,26
4102,S01004106,217,107,39,27,97,25,27
4103,S01004107,179,121,28,12,93,8,18
4104,S01004108,180,130,26,20,88,14,24
4105,S01004109,163,111,24,5,88,15,16
4106,S01004110,150,73,15,10,66,15,14
4107,S01004111,166,144,54,18,133,25,27
4108,S01004112,224,90,32,10,94,9,21
4109,S01004113,155,137,31,13,62,7,17
4110,S01004114,97,122,21,3,73,11,15
4111,S01004115,153,68,21,15,102,18,16
4112,S01004116,190,98,17,14,87,14,15
4113,S01004117,161,125,50,13,102,16,26
4114,S01004118,119,114,43,8,57,15,25
4115,S01004119,88,105,37,12,67,18,28
4116,S01004120,124,148,19,13,117,14,11
4117,S01004121,43,36,81,145,48,51,37
4118,S01004122,47,41,60,204,27,65,28
4119,S01004123,46,23,57,121,32,34,33
4120,S01004124,189,26,42,351,31,43,38
4121,S01004125,102,12,36,152,13,24,25
4122,S01004126,92,12,39,170,17,28,27
4123,S01004127,260,29,60,329,22,30,41
4124,S01004128,162,22,61,236,21,21,32
4125,S01004129,226,19,62,251,23,23,26
4126,S01004130,158,9,33,185,9,11,19
4127,S01004131,226,13,44,140,6,19,16
4128,S01004132,170,14,44,118,16,19,22
4129,S01004133,235,21,66,188,20,29,33
4130,S01004134,166,22,47,257,23,11,37
4131,S01004135,130,21,43,126,9,28,21
4132,S01004136,186,22,55,162,15,15,20
4133,S01004137,35,28,54,88,88,55,35
4134,S01004138,69,71,102,152,17,15,27
4135,S01004139,168,19,33,189,14,17,32
4136,S01004140,207,15,60,139,14,11,23
4137,S01004141,186,25,68,162,17,28,31
4138,S01004142,181,16,38,157,20,12,28
4139,S01004143,223,14,65,222,16,20,37
4140,S01004144,91,103,101,157,17,42,43
4141,S01004145,204,18,64,167,13,10,29
4142,S01004146,60,60,105,239,35,14,42
4143,S01004147,109,84,82,168,22,28,43
4144,S01004148,243,21,84,284,34,24,53
4145,S01004149,86,58,48,113,10,24,19
4146,S01004150,138,30,64,209,15,14,26
4147,S01004151,159,33,66,136,9,28,20
4148,S01004152,137,80,43,153,10,29,29
4149,S01004153,86,105,53,215,29,14,40
4150,S01004154,105,79,82,110,25,30,22
4151,S01004155,152,130,67,147,17,36,31
4152,S01004156,126,123,35,171,32,19,28
4153,S01004157,106,119,87,129,17,17,23
4154,S01004158,78,72,94,109,27,20,31
4155,S01004159,73,73,95,96,12,26,23
4156,S01004160,108,67,39,138,21,15,33
4157,S01004161,121,64,125,88,22,45,28
4158,S01004162,139,74,62,185,19,35,27
4159,S01004163,162,94,47,140,19,14,23
4160,S01004164,132,15,141,183,72,17,48
4161,S01004165,211,151,72,266,36,21,52
4162,S01004166,90,70,100,40,14,10,22
4163,S01004167,113,56,26,124,11,22,28
4164,S01004168,139,79,40,137,19,21,31
4165,S01004169,131,58,53,86,13,17,20
4166,S01004170,147,48,23,92,10,23,22
4167,S01004171,104,68,42,134,12,15,40
4168,S01004172,160,82,53,112,23,18,30
4169,S01004173,144,74,71,75,21,13,31
4170,S01004174,167,88,64,122,29,11,35
4171,S01004175,123,78,49,131,12,27,33
4172,S01004176,100,71,55,179,25,9,26
4173,S01004177,146,56,57,39,4,14,24
4174,S01004178,96,71,106,22,14,9,25
4175,S01004179,96,53,75,85,11,14,27
4176,S01004180,183,60,78,252,39,20,39
4177,S01004181,172,65,76,118,21,18,42
4178,S01004182,170,103,41,141,27,25,37
4179,S01004183,205,97,175,127,25,38,41
4180,S01004184,187,58,46,154,24,31,44
4181,S01004185,178,103,63,157,17,30,44
4182,S01004186,159,75,65,92,11,19,34
4183,S01004187,161,72,61,93,11,13,36
4184,S01004188,144,96,43,121,15,37,33
4185,S01004189,123,52,66,192,24,22,26
4186,S01004190,195,91,91,74,12,26,29
4187,S01004191,155,91,63,96,17,25,39
4188,S01004192,189,74,53,132,16,16,36
4189,S01004193,183,58,155,50,12,14,35
4190,S01004194,146,78,94,97,18,18,45
4191,S01004195,139,59,67,77,14,3,31
4192,S01004196,177,52,142,21,15,15,34
4193,S01004197,146,55,131,31,11,13,31
4194,S01004198,55,71,127,65,20,37,21
4195,S01004199,152,74,98,116,23,25,37
4196,S01004200,209,70,111,185,32,19,36
4197,S01004201,129,57,212,50,23,19,24
4198,S01004202,119,38,145,44,17,8,30
4199,S01004203,193,47,162,59,19,26,43
4200,S01004204,129,62,95,84,24,16,47
4201,S01004205,184,44,43,84,11,19,23
4202,S01004206,102,53,156,75,23,35,19
4203,S01004207,211,79,56,127,21,24,34
4204,S01004208,136,62,251,65,35,27,39
4205,S01004209,108,41,71,131,34,22,26
4206,S01004210,69,54,179,54,13,16,35
4207,S01004211,155,35,63,199,28,26,30
4208,S01004212,81,71,76,194,43,67,44
4209,S01004213,79,46,146,30,9,22,40
4210,S01004214,116,47,110,120,25,18,16
4211,S01004215,81,35,99,114,30,34,18
4212,S01004216,241,60,79,206,38,29,44
4213,S01004217,135,19,43,88,8,12,26
4214,S01004218,187,49,55,139,16,15,48
4215,S01004219,201,48,62,114,9,16,28
4216,S01004220,108,51,126,112,31,21,35
4217,S01004221,253,50,97,135,30,26,42
4218,S01004222,108,27,71,59,9,7,26
4219,S01004223,223,32,51,74,8,37,40
4220,S01004224,207,33,74,103,15,17,33
4221,S01004225,145,30,102,101,13,16,25
4222,S01004226,160,47,88,87,14,17,33
4223,S01004227,118,39,71,87,25,28,36
4224,S01004228,84,120,168,56,16,45,41
4225,S01004229,71,133,187,39,12,17,37
4226,S01004230,91,137,140,27,11,23,35
4227,S01004231,80,133,158,36,19,19,30
4228,S01004232,64,110,216,42,15,18,37
4229,S01004233,109,14,22,35,115,70,38
4230,S01004234,294,67,52,46,120,77,42
4231,S01004235,66,54,55,60,88,70,40
4232,S01004236,215,3,103,37,89,52,50
4233,S01004237,149,4,85,31,77,16,32
4234,S01004238,63,55,85,38,47,61,24
4235,S01004239,214,12,28,17,68,32,30
4236,S01004240,87,84,66,49,77,42,35
4237,S01004241,93,88,14,51,51,30,19
4238,S01004242,94,75,108,143,88,69,53
4239,S01004243,55,61,75,55,58,68,33
4240,S01004244,134,9,66,96,30,20,31
4241,S01004245,136,51,117,117,41,54,49
4242,S01004246,68,28,62,76,72,61,32
4243,S01004247,272,11,10,92,84,42,49
4244,S01004248,263,6,10,92,117,18,42
4245,S01004249,300,6,15,81,103,25,56
4246,S01004250,344,7,13,89,114,50,50
4247,S01004251,254,5,5,95,100,20,47
4248,S01004252,16,79,76,54,67,79,29
4249,S01004253,134,35,12,53,61,25,38
4250,S01004254,42,144,55,56,62,72,45
4251,S01004255,59,131,112,65,42,34,45
4252,S01004256,187,38,61,36,65,14,34
4253,S01004257,38,73,86,69,33,65,27
4254,S01004258,71,120,74,73,54,86,31
4255,S01004259,197,12,69,60,78,11,31
4256,S01004260,161,12,59,46,69,22,22
4257,S01004261,295,32,60,58,97,16,40
4258,S01004262,87,71,165,84,41,63,28
4259,S01004263,233,20,48,55,57,13,38
4260,S01004264,164,17,11,119,44,27,33
4261,S01004265,304,33,80,56,87,29,52
4262,S01004266,132,10,27,40,26,11,13
4263,S01004267,150,12,27,53,41,31,22
4264,S01004268,233,25,57,38,85,22,33
4265,S01004269,228,19,6,154,49,33,32
4266,S01004270,124,11,31,46,24,19,39
4267,S01004271,153,34,13,39,32,21,26
4268,S01004272,197,109,5,78,54,21,30
4269,S01004273,184,118,3,113,82,16,33
4270,S01004274,91,107,104,29,125,51,38
4271,S01004275,183,21,12,108,41,15,33
4272,S01004276,148,44,33,63,52,46,34
4273,S01004277,335,59,35,55,66,17,59
4274,S01004278,95,30,257,60,60,25,51
4275,S01004279,146,17,281,58,67,27,38
4276,S01004280,379,37,20,41,50,32,38
4277,S01004281,87,18,66,50,64,46,33
4278,S01004282,435,31,17,42,41,36,60
4279,S01004283,341,28,20,33,40,18,44
4280,S01004284,433,39,22,35,38,31,61
4281,S01004285,474,34,40,90,63,16,7
4282,S01004286,344,85,3,68,38,27,15
4283,S01004287,106,73,22,123,36,27,34
4284,S01004288,342,14,27,34,45,18,54
4285,S01004289,251,56,23,41,36,21,28
4286,S01004290,134,81,30,29,83,48,72
4287,S01004291,335,18,38,46,51,29,52
4288,S01004292,190,107,170,35,45,19,19
4289,S01004293,264,35,31,39,43,25,24
4290,S01004294,308,7,39,39,39,47,27
4291,S01004295,304,6,37,52,45,23,30
4292,S01004296,352,24,30,35,61,34,39
4293,S01004297,224,50,51,55,49,19,39
4294,S01004298,90,202,155,76,51,81,50
4295,S01004299,208,4,14,18,28,16,31
4296,S01004300,178,3,24,21,25,17,27
4297,S01004301,48,78,80,90,42,46,45
4298,S01004302,247,60,25,28,43,31,30
4299,S01004303,278,29,9,17,28,22,33
4300,S01004304,392,10,31,46,54,13,47
4301,S01004305,295,7,29,35,34,12,39
4302,S01004306,224,18,18,14,25,16,18
4303,S01004307,524,79,40,90,66,77,29
4304,S01004308,391,15,43,42,52,26,55
4305,S01004309,243,42,99,30,53,30,33
4306,S01004310,258,57,61,41,44,21,47
4307,S01004311,306,39,25,33,58,30,36
4308,S01004312,51,91,91,61,51,57,34
4309,S01004313,90,94,270,52,83,58,53
4310,S01004314,100,120,30,69,44,17,75
4311,S01004315,208,35,81,16,36,8,29
4312,S01004316,162,25,120,22,24,6,7
4313,S01004317,295,7,12,26,78,30,70
4314,S01004318,182,5,7,20,34,17,41
4315,S01004319,37,66,151,207,62,31,38
4316,S01004320,356,23,20,32,100,20,71
4317,S01004321,309,15,3,31,72,20,51
4318,S01004322,291,22,9,47,114,32,92
4319,S01004323,223,6,5,24,75,13,60
4320,S01004324,280,26,4,26,78,24,81
4321,S01004325,327,4,7,26,118,40,110
4322,S01004326,85,45,117,26,80,30,91
4323,S01004327,154,89,7,22,85,19,76
4324,S01004328,205,28,9,13,80,21,66
4325,S01004329,82,5,68,38,46,28,43
4326,S01004330,108,25,135,226,83,37,56
4327,S01004331,83,4,57,35,61,23,45
4328,S01004332,50,91,22,13,80,21,80
4329,S01004333,63,69,33,18,62,13,47
4330,S01004334,818,140,206,42,77,159,43
4331,S01004335,68,16,80,28,45,22,48
4332,S01004336,124,5,69,260,74,29,71
4333,S01004337,174,49,121,28,52,8,64
4334,S01004338,98,21,181,46,60,15,47
